Time,1. 1D dub lanzhot,3. 2D dub lanzhot,6. 3D dub lanzhot,9. 4D dub lanzhot,12. 5D dub lanzhot
12/15/2019 12:00,25.95144653,21.18625641,20.86089516,23.9392395,22.98542786
12/15/2019 13:00,25.95435143,21.1891613,20.86283302,23.94408226,22.98639679
12/15/2019 14:00,25.95435143,21.19013023,20.86186409,23.94311333,22.98542786
12/15/2019 15:00,25.95338249,21.18819427,20.86380005,23.9421463,22.98639679
12/15/2019 16:00,25.95241356,21.19013023,20.86960983,23.94311333,22.98833275
12/15/2019 17:00,25.96403503,21.19206619,20.87541962,23.9421463,22.99123764
12/15/2019 18:00,25.96597099,21.19594002,20.87541962,23.94020844,22.99026871
12/15/2019 19:00,25.9630661,21.19690895,20.87638855,23.9421463,22.99026871
12/15/2019 20:00,25.96403503,21.19690895,20.87832642,23.94117737,22.99026871
12/15/2019 21:00,25.96500206,21.19497108,20.87832642,23.94020844,22.99220657
12/15/2019 22:00,25.96403503,21.19690895,20.87832642,23.94020844,22.99026871
12/15/2019 23:00,25.96403503,21.19594002,20.87445259,23.94117737,22.99026871
12/16/2019,25.96403503,21.19884491,20.87541962,23.94020844,22.99026871
12/16/2019 1:00,25.96403503,21.19690895,20.87832642,23.94117737,22.99220657
12/16/2019 2:00,25.96790695,21.19690895,20.87735748,23.9421463,22.99414253
12/16/2019 3:00,25.97081184,21.19690895,20.87735748,23.94117737,22.99801636
12/16/2019 4:00,25.96984482,21.19981384,20.87832642,23.93827248,22.99995232
12/16/2019 5:00,25.96790695,21.19787598,20.87638855,23.94117737,22.99801636
12/16/2019 6:00,25.97081184,21.19884491,20.87735748,23.9421463,22.99898529
12/16/2019 7:00,25.97274971,21.19981384,20.87541962,23.9421463,22.99898529
12/16/2019 8:00,25.97274971,21.19884491,20.87735748,23.94408226,22.99898529
12/16/2019 9:00,25.97274971,21.19884491,20.87735748,23.94408226,22.99801636
12/16/2019 10:00,25.96984482,21.19787598,20.87832642,23.94311333,22.9960804
12/16/2019 11:00,25.96112823,21.19690895,20.87638855,23.94505119,22.99026871
12/16/2019 12:00,25.9504776,21.18819427,20.86573792,23.94408226,22.98445892
12/16/2019 13:00,25.95725632,21.20368767,20.86186409,23.94795609,22.99026871
12/16/2019 14:00,25.95822334,21.21046448,20.86283302,23.95376587,22.99026871
12/16/2019 15:00,25.95725632,21.21336937,20.86476898,23.95376587,22.98833275
12/16/2019 16:00,25.95725632,21.20949745,20.86670494,23.951828,22.99123764
12/16/2019 17:00,25.95919228,21.20755959,20.86864281,23.94989204,22.99511147
12/16/2019 18:00,25.96597099,21.20949745,20.87251472,23.94892311,22.99414253
12/16/2019 19:00,25.97081184,21.21240234,20.87735748,23.94989204,22.99511147
12/16/2019 20:00,25.96984482,21.21240234,20.87735748,23.94892311,22.99220657
12/16/2019 21:00,25.96887589,21.21240234,20.87929344,23.95086098,22.99511147
12/16/2019 22:00,25.97178078,21.2143383,20.87735748,23.94989204,22.99511147
12/16/2019 23:00,25.97081184,21.21240234,20.88123131,23.95086098,23.00189018
12/17/2019,25.97662163,21.21143341,20.87929344,23.95086098,23.00382614
12/17/2019 1:00,25.97468567,21.21143341,20.87735748,23.94989204,23.0057621
12/17/2019 2:00,25.97662163,21.20949745,20.88123131,23.95086098,23.00382614
12/17/2019 3:00,25.9756546,21.20949745,20.88026237,23.94989204,23.00382614
12/17/2019 4:00,25.97468567,21.21046448,20.88026237,23.951828,23.00382614
12/17/2019 5:00,25.97371674,21.21240234,20.88123131,23.94892311,23.00092125
